,id,original_text,text,classification,rationale
5869,7226,Sweet Home Alabama certainly wo n't be remembered as one of ( Witherspoon 's ) better films .,sweet home alabama certainly wo n't be remembered as one of ( witherspoon 's ) better films .,neg,"[0.5, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0]"
5870,7227,"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .","hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
5871,7228,This is just lazy writing .,this is just lazy writing .,neg,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
5872,7229,Even kids deserve better .,even kids deserve better .,neg,"[0.0, 0.0, 0.0, 1.0, 0.0]"
5873,7230,The pretensions -- and disposable story -- sink the movie .,the pretensions -- and disposable story -- sink the movie .,neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
5874,7231,And Diesel is n't the actor to save it .,and diesel is n't the actor to save it .,neg,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5875,7234,Frank Capra played this story straight .,frank capra played this story straight .,pos,"[0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
5876,7235,"But the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .","but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5877,7237,"The problem is that for the most part , the film is deadly dull .","the problem is that for the most part , the film is deadly dull .",neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
5878,7238,"Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .","handled correctly , wilde 's play is a masterpiece of elegant wit and artifice .",pos,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
5879,7239,"Here , alas , it collapses like an overcooked soufflé .","here , alas , it collapses like an overcooked soufflé .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5880,7240,"`` Sorority Boys '' was funnier , and that movie was pretty bad .","`` sorority boys '' was funnier , and that movie was pretty bad .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
5881,7241,"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder","a bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5]"
5882,7242,"Paul Bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .","paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .",neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
5883,7245,"Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .","often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .",pos,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5884,7246,"Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .","certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",neg,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
5885,7247,"Elaborate special effects take centre screen , so that the human story is pushed to one side .","elaborate special effects take centre screen , so that the human story is pushed to one side .",pos,"[0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5886,7248,"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .","showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",neg,"[0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5887,7249,All the characters are clinically depressed and have abandoned their slim hopes and dreams .,all the characters are clinically depressed and have abandoned their slim hopes and dreams .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
5888,7250,This Tuxedo ... should have been sent back to the tailor for some major alterations .,this tuxedo ... should have been sent back to the tailor for some major alterations .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5889,7252,"But first , you have to give the audience a reason to want to put for that effort","but first , you have to give the audience a reason to want to put for that effort",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5890,7253,"Been there , done that ... a thousand times already , and better .","been there , done that ... a thousand times already , and better .",neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.0]"
5891,7254,"What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .","what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .",neg,"[0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0]"
5892,7255,"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .","sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5893,7256,"Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .","fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
5894,7258,"None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .","none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
5895,7259,The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5896,7260,"` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '","` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '",neg,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
5897,7261,At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .,at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .,neg,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
5898,7262,The trashy teen-sleaze equivalent of Showgirls .,the trashy teen-sleaze equivalent of showgirls .,neg,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
5899,7263,"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .","while the production details are lavish , film has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0]"
5900,7264,A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .,a crass and insulting homage to great films like some like it hot and the john wayne classics .,neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
5901,7267,"With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .","with all the sympathy , empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0]"
5902,7268,The problematic characters and overly convenient plot twists foul up Shum 's good intentions .,the problematic characters and overly convenient plot twists foul up shum 's good intentions .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
5903,7269,What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .,what ` blade runner ' would 've looked like as a low-budget series on a uhf channel .,neg,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5904,7270,"Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .","has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
5905,7271,"With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .","with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .",neg,"[0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5906,7272,"It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .","it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5907,7273,"Loud , silly , stupid and pointless .","loud , silly , stupid and pointless .",neg,"[0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 1.0, 0.0]"
5908,7275,You 'll find yourself wishing that you and they were in another movie .,you 'll find yourself wishing that you and they were in another movie .,neg,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5909,7276,A yawn-provoking little farm melodrama .,a yawn-provoking little farm melodrama .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5910,7277,"Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?","did no one on the set have a sense of humor , or did they not have the nerve to speak up ?",neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5911,7278,"Seriously , rent the Disney version .","seriously , rent the disney version .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
5912,7279,"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .","as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them .",neg,"[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5913,7280,"Like its parade of predecessors , this Halloween is a gory slash-fest .","like its parade of predecessors , this halloween is a gory slash-fest .",pos,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
5914,7282,`` Abandon '' will leave you wanting to abandon the theater .,`` abandon '' will leave you wanting to abandon the theater .,neg,"[0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5915,7283,"Problem is , we have no idea what in creation is going on .","problem is , we have no idea what in creation is going on .",neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5916,7284,"A live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .","a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .",pos,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5917,7285,A loquacious and dreary piece of business .,a loquacious and dreary piece of business .,neg,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
5918,7286,"What the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .","what the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5919,7287,"director Hoffman , his writer and Kline 's agent should serve detention","director hoffman , his writer and kline 's agent should serve detention",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5920,7289,"Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .","meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant .",pos,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
5921,7290,Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
5922,7291,I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,i 'm not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche .,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
5923,7293,"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .","i 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen .",neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5924,7294,The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,neg,"[0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
5925,7296,"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .","as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
5926,7297,The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
5927,7298,"If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .","if routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",neg,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
5928,7299,This is one baaaaaaaaad movie .,this is one baaaaaaaaad movie .,neg,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
5929,7300,A man leaving the screening said the film was better than Saving Private Ryan .,a man leaving the screening said the film was better than saving private ryan .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5930,7302,"But Windtalkers does n't beat that one , either .","but windtalkers does n't beat that one , either .",neg,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5931,7303,May puzzle his most ardent fans .,may puzzle his most ardent fans .,neg,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
5932,7304,Starts as a tart little lemon drop of a movie and ends up as a bitter pill .,starts as a tart little lemon drop of a movie and ends up as a bitter pill .,neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
5933,7305,"We never feel anything for these characters , and as a result the film is basically just a curiosity .","we never feel anything for these characters , and as a result the film is basically just a curiosity .",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5934,7309,"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .","feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5935,7310,"While you have to admit it 's semi-amusing to watch Robert DeNiro belt out `` When you 're a Jet , you 're a Jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` Tonight . ''","while you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet , you 're a jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` tonight . ''",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5936,7311,The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',the whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',neg,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
5937,7312,"... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '","... the cast portrays their cartoon counterparts well ... but quite frankly , scoob and shag do n't eat enough during the film . '",neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5938,7313,More of the same old garbage Hollywood has been trying to pass off as acceptable teen entertainment for some time now .,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now .,neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
5939,7314,TV skit-com material fervently deposited on the big screen .,tv skit-com material fervently deposited on the big screen .,neg,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
5940,7315,"( Johnnie To and Wai Ka Fai are ) sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .","( johnnie to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
5941,7316,"If there was ever a movie where the upbeat ending feels like a copout , this is the one .","if there was ever a movie where the upbeat ending feels like a copout , this is the one .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
5942,7317,"It 's as sorry a mess as its director 's diabolical debut , Mad Cows .","it 's as sorry a mess as its director 's diabolical debut , mad cows .",neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5943,7318,Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,any attempts at nuance given by the capable cast is drowned out by director jon purdy 's sledgehammer sap .,neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
5944,7319,"Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience .","its audacious ambitions sabotaged by pomposity , steven soderbergh 's space opera emerges as a numbingly dull experience .",neg,"[0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
